gene_id	gene_symbol	description	scientific_name	common_name	tax_id	genomic_range	orientation	location	gene_type	transcript_accession	transcript_name	transcript_length	transcript_cds_coords	protein_accession	isoform_name	protein_length	protein_name
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001387832.1	transcript variant 102	4244	NM_001387832.1:267-830	NP_001374761.1	isoform 40	187	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001376847.1	transcript variant 39	4382	NM_001376847.1:168-968	NP_001363776.1	isoform 19	266	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001387834.1	transcript variant 104	4178	NM_001387834.1:243-764	NP_001374763.1	isoform 41	173	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001387816.1	transcript variant 86	5059	NM_001387816.1:773-1645	NP_001374745.1	isoform 17	290	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001387783.1	transcript variant 53	5744	NM_001387783.1:1089-2330	NP_001374712.1	isoform 23	413	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001387787.1	transcript variant 57	5610	NM_001387787.1:1089-2171	NP_001374716.1	isoform 12	360	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001387793.1	transcript variant 63	5556	NM_001387793.1:1089-2117	NP_001374722.1	isoform 7	342	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001387796.1	transcript variant 66	5520	NM_001387796.1:1089-2081	NP_001374725.1	isoform 13	330	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001387802.1	transcript variant 72	5447	NM_001387802.1:1089-2033	NP_001374731.1	isoform 5	314	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001387807.1	transcript variant 77	4905	NM_001387807.1:565-1491	NP_001374736.1	isoform 16	308	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001387818.1	transcript variant 88	4851	NM_001387818.1:565-1437	NP_001374747.1	isoform 17	290	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001387827.1	transcript variant 97	4665	NM_001387827.1:565-1251	NP_001374756.1	isoform 37	228	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001387817.1	transcript variant 87	5364	NM_001387817.1:1078-1950	NP_001374746.1	isoform 17	290	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001387810.1	transcript variant 80	5379	NM_001387810.1:1075-1965	NP_001374739.1	isoform 32	296	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001387808.1	transcript variant 78	4742	NM_001387808.1:402-1328	NP_001374737.1	isoform 16	308	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001387826.1	transcript variant 96	4593	NM_001387826.1:402-1154	NP_001374755.1	isoform 36	250	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001387824.1	transcript variant 94	4583	NM_001387824.1:402-1169	NP_001374753.1	isoform 35	255	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001387829.1	transcript variant 99	4484	NM_001387829.1:402-1070	NP_001374758.1	isoform 38	222	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001387833.1	transcript variant 103	4379	NM_001387833.1:402-965	NP_001374762.1	isoform 40	187	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001387786.1	transcript variant 56	5426	NM_001387786.1:864-2012	NP_001374715.1	isoform 1	382	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_005247458.6	transcript variant X1	5740	XM_005247458.6:1031-2326	XP_005247515.1	isoform X1	431	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001376821.1	transcript variant 13	5647	NM_001376821.1:1031-2233	NP_001363750.1	isoform 11	400	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_047448137.1	transcript variant X6	5552	XM_047448137.1:1031-2113	XP_047304093.1	isoform X5	360	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001376825.1	transcript variant 17	5611	NM_001376825.1:1031-2197	NP_001363754.1	isoform 3	388	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001363870.1	transcript variant 9	5516	NM_001363870.1:1031-2077	NP_001350799.1	isoform 9	348	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001376828.1	transcript variant 20	5593	NM_001376828.1:1031-2179	NP_001363757.1	isoform 1	382	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001376834.1	transcript variant 26	5498	NM_001376834.1:1031-2059	NP_001363763.1	isoform 7	342	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001376830.1	transcript variant 22	5557	NM_001376830.1:1031-2143	NP_001363759.1	isoform 2	370	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001376835.1	transcript variant 27	5462	NM_001376835.1:1031-2023	NP_001363764.1	isoform 13	330	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001387790.1	transcript variant 60	5488	NM_001387790.1:1031-2074	NP_001374719.1	isoform 25	347	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001387795.1	transcript variant 65	5443	NM_001387795.1:1031-2029	NP_001374724.1	isoform 27	332	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_047448141.1	transcript variant X10	5407	XM_047448141.1:1031-1993	XP_047304097.1	isoform X8	320	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_047448142.1	transcript variant X11	5389	XM_047448142.1:1031-1975	XP_047304098.1	isoform X9	314	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_047448144.1	transcript variant X13	5353	XM_047448144.1:1031-1939	XP_047304100.1	isoform X11	302	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	NM_001376853.1	transcript variant 43	5104	NM_001376853.1:1031-1690	NP_001363782.1	isoform 22	219	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XR_008486717.1	transcript variant X3	2336					
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_054346543.1	transcript variant X19	6498	XM_054346543.1:1789-3084	XP_054202518.1	isoform X1	431	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_054346548.1	transcript variant X7	5730	XM_054346548.1:1209-2291	XP_054202523.1	isoform X5	360	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_054346545.1	transcript variant X4	5789	XM_054346545.1:1209-2375	XP_054202520.1	isoform X3	388	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_054346546.1	transcript variant X5	5735	XM_054346546.1:1209-2321	XP_054202521.1	isoform X4	370	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_054346549.1	transcript variant X8	5621	XM_054346549.1:1209-2207	XP_054202524.1	isoform X6	332	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_054346544.1	transcript variant X2	5627	XM_054346544.1:954-2213	XP_054202519.1	isoform X2	419	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_054346555.1	transcript variant X14	5271	XM_054346555.1:954-1832	XP_054202530.1	isoform X12	292	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_054346557.1	transcript variant X16	5181	XM_054346557.1:954-1742	XP_054202532.1	isoform X14	262	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_054346553.1	transcript variant X12	4632	XM_054346553.1:279-1193	XP_054202528.1	isoform X10	304	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_054346550.1	transcript variant X9	4691	XM_054346550.1:279-1277	XP_054202525.1	isoform X7	332	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_054346556.1	transcript variant X15	4578	XM_054346556.1:279-1139	XP_054202531.1	isoform X13	286	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_054346558.1	transcript variant X17	4469	XM_054346558.1:279-1055	XP_054202533.1	isoform X15	258	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_054346559.1	transcript variant X18	4433	XM_054346559.1:279-1019	XP_054202534.1	isoform X16	246	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_054346542.1	transcript variant X1	5740	XM_054346542.1:1031-2326	XP_054202517.1	isoform X1	431	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_054346547.1	transcript variant X6	5552	XM_054346547.1:1031-2113	XP_054202522.1	isoform X5	360	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_054346551.1	transcript variant X10	5407	XM_054346551.1:1031-1993	XP_054202526.1	isoform X8	320	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_054346552.1	transcript variant X11	5389	XM_054346552.1:1031-1975	XP_054202527.1	isoform X9	314	muscleblind-like protein 1
4154	MBNL1	muscleblind like splicing regulator 1	Homo sapiens	human	9606	NC_000003.12:152243632-152465780;NC_060927.1:155011321-155233681	+;+	chr 3	PROTEIN_CODING	XM_054346554.1	transcript variant X13	5353	XM_054346554.1:1031-1939	XP_054202529.1	isoform X11	302	muscleblind-like protein 1
